RequestorID,Entry_date,Behavior,Reputation,Like_list_len,Block_list_len,ratings,mid_thres,low_thre
56,0,5,-1.0,1,0,1,50,16
57,0,45,0.7916419796974365,569,147,25317,47,14
58,0,91,1.0,624,121,27490,41,12
59,0,56,1.0,757,193,20661,32,17
60,0,44,0.7427069752281616,784,131,24544,24,13
61,0,8,-1.0,1,0,1,40,19
62,0,33,0.42514929424538545,618,106,29472,44,10
63,0,29,0.27017985753079615,699,106,25409,38,10
64,0,81,1.0,701,160,24382,37,15
65,0,42,0.6949381240602953,860,196,25939,24,17
66,0,61,1.0,763,125,27249,32,12
67,0,18,-1.0,1,0,1,40,20
68,0,31,0.3488755037483208,754,207,23077,35,18
69,0,79,1.0,700,114,28842,37,11
70,0,90,1.0,714,136,28108,34,13
71,0,2,-1.0,1,0,1,25,14
72,0,10,-1.0,1,0,1,40,18
73,0,64,1.0,581,114,30441,46,11
74,0,18,-0.014170723478093217,822,197,20747,23,18
75,0,89,1.0,746,144,26960,33,14
76,0,22,0.025472972972972973,723,106,29600,36,10
77,0,82,1.0,829,118,28970,28,11
78,0,96,1.0,772,193,27954,27,18
79,0,9,-1.0,1,0,1,45,17
80,0,82,1.0,622,225,22008,44,20
81,0,79,1.0,741,198,26590,36,17
82,0,56,1.0,716,207,20399,30,20
83,0,47,0.8625732007346062,714,126,28859,38,12
84,0,27,0.2096719648292188,786,208,26613,32,18
85,0,54,1.0,866,117,23623,24,11
86,0,95,1.0,800,206,27445,30,18
87,0,64,1.0,568,147,27761,47,14
88,0,56,1.0,864,181,24813,24,16
89,0,60,1.0,785,106,30612,31,10
90,0,80,1.0,881,176,24871,21,16
91,0,70,1.0,718,136,15799,36,13
92,0,41,0.6708562174341642,583,157,28404,45,15
93,0,13,-1.0,1,0,1,21,11
94,0,70,1.0,820,162,21232,26,15
95,0,8,-1.0,0,0,1,44,19
96,0,2,-1.0,1,0,1,35,19
97,0,21,0.0,848,106,25232,25,10
98,0,31,0.3475453996563095,800,214,21531,26,20
99,0,26,0.1653412600370599,708,137,25904,35,13
100,0,85,1.0,830,207,26025,23,19
101,1,36,0.5054508611955421,806,135,24675,26,13
102,1,82,1.0,869,145,21455,22,14
103,1,76,1.0,744,103,23148,32,10
104,2,69,1.0,536,147,24265,50,14
105,2,8,-1.0,0,1,1,49,13
106,3,94,1.0,808,202,29586,27,18
107,4,35,0.4870068464651814,806,145,26437,29,14
108,4,99,1.0,812,207,20140,26,19
109,4,69,1.0,567,163,22445,48,15
110,4,94,1.0,733,222,27817,34,20
111,5,30,0.3076729197421957,804,148,27773,29,14
112,5,90,1.0,784,188,26221,26,17
113,6,11,-1.0,1,0,1,45,12
114,6,68,1.0,707,158,30230,35,15
115,6,40,0.6381978452497551,878,213,25525,23,19
116,7,29,0.26718785927799493,506,143,26094,50,14
117,7,95,1.0,766,211,21633,31,19
118,7,3,-1.0,1,0,1,25,17
119,8,38,0.5790502247410592,753,202,25585,32,18
120,8,9,-1.0,0,1,1,21,19
121,9,64,1.0,770,215,19926,28,20
122,10,16,-1.0,1,0,1,23,14
123,10,20,-0.004176771759633522,544,158,22266,47,15
124,11,54,1.0,687,205,25907,39,18
125,12,5,-1.0,1,0,1,45,17
126,13,84,1.0,568,194,30470,47,17
127,13,41,0.6723203285420944,814,116,24350,22,12
128,13,18,-1.0,1,0,1,32,11
129,13,44,0.7425691834642979,821,205,29270,28,18
130,14,80,1.0,539,120,24722,48,12
131,14,59,1.0,656,208,31524,43,18
132,14,25,0.13952086786198584,892,179,19911,21,16
133,14,52,1.0,687,197,27569,39,17
134,15,40,0.6415379087315847,586,163,13915,46,15
135,15,83,1.0,705,175,24307,36,16
136,15,79,1.0,581,122,26619,44,12
137,16,84,1.0,909,206,28098,21,18
138,16,14,-0.10128913443830571,629,192,7059,43,17
139,16,46,0.8237217363901363,700,144,25386,37,14
140,16,89,1.0,842,117,29113,26,11
141,17,88,1.0,712,204,21400,34,19
142,17,81,1.0,768,123,19429,28,12
143,18,46,0.8247605060249007,537,223,29959,50,20
144,18,97,1.0,759,163,25206,33,15
145,18,23,0.06588524435201815,697,141,21158,34,14
146,18,87,1.0,854,106,27083,26,10
147,18,95,1.0,587,140,25972,46,13
148,19,47,0.8642359035664475,765,213,25095,33,19
149,19,28,0.2332948834143528,708,175,24274,34,16
150,19,70,1.0,823,139,26017,28,13
151,20,70,1.0,681,114,26208,39,11
152,21,24,0.1038283517690437,801,174,25494,27,16
153,22,62,1.0,744,220,23640,31,20
154,22,42,0.6997634212920837,824,213,27475,28,19
155,23,17,-0.022192151556156968,685,194,18475,39,17
156,23,72,1.0,672,138,22338,40,13
157,23,100,1.0,657,196,24495,41,17
158,24,77,1.0,748,101,25469,32,10
159,25,29,0.26715930728080517,824,130,22058,21,13
160,25,90,1.0,824,106,26523,28,10
161,25,78,1.0,827,202,24060,27,18
162,26,8,-1.0,0,0,1,21,15
163,26,38,0.581434524337264,819,214,22558,28,19
164,26,95,1.0,723,131,18176,33,13
165,26,19,-0.00886703832140819,672,140,22781,41,13
166,27,56,1.0,545,116,14694,45,12
167,27,29,0.26765953045816526,740,178,29007,34,16
168,28,75,1.0,558,224,24970,48,20
169,29,72,1.0,673,162,19466,39,15
170,29,97,1.0,645,204,21286,43,18
171,30,13,-0.11667849538679914,743,140,7045,34,13
172,30,32,0.39255564082885647,719,222,26060,36,20
173,31,1,-1.0,0,1,1,49,10
174,31,23,0.07068125934140108,842,121,20741,22,12
175,31,71,1.0,838,148,28649,27,14
176,32,33,0.42120830100853374,909,127,20624,21,12
177,32,82,1.0,746,197,23269,28,19
178,33,34,0.45436945831881365,766,176,25827,32,16
179,33,59,1.0,886,176,21049,21,16
180,33,23,0.06772673733804475,612,223,28866,44,20
181,34,25,0.13724788694602208,659,116,22361,41,11
182,34,21,0.0,746,163,24648,34,15
183,34,36,0.5054872839587303,703,201,15217,32,19
184,35,72,1.0,854,137,28083,23,13
185,35,60,1.0,864,114,26841,23,11
186,35,87,1.0,630,190,23546,41,17
187,36,78,1.0,848,179,17845,24,16
188,36,25,0.13614319724891985,796,202,22682,29,18
189,36,85,1.0,553,140,26490,50,13
190,37,3,-1.0,0,0,1,39,19
191,37,79,1.0,709,207,16871,35,19
192,37,86,1.0,575,129,16803,41,14
193,37,66,1.0,679,125,28666,40,12
194,38,5,-1.0,1,0,1,27,14
195,39,20,-0.007032470915089425,688,83,11518,22,10
196,39,48,0.8995189738107964,817,192,20581,26,17
197,39,47,0.8644840949459067,647,114,24772,41,11
198,40,96,1.0,589,147,23428,46,14
199,40,26,0.16967580651561445,851,213,25201,25,19
200,40,87,1.0,810,117,20330,29,11
201,40,3,-1.0,0,1,1,41,20
202,41,29,0.2691431712872065,654,116,25466,41,11
203,41,92,1.0,821,198,19554,25,18
204,41,65,1.0,709,140,26619,38,13
205,41,32,0.3940922190201729,718,210,20820,36,19
206,41,76,1.0,652,137,25401,40,13
207,42,28,0.23477221532662162,707,206,21753,38,18
208,42,61,1.0,900,206,21081,21,18
209,42,27,0.21363499245852188,556,205,16575,49,18
210,43,73,1.0,882,196,24743,22,17
211,43,84,1.0,566,179,21997,48,16
212,43,93,1.0,536,203,23754,50,18
213,43,26,0.16852605863192183,691,139,24560,38,13
214,44,20,-0.004515853020867994,725,214,21037,36,19
215,44,73,1.0,808,107,22327,30,10
216,44,92,1.0,812,162,21987,28,15
217,44,100,1.0,674,107,22514,41,10
218,44,60,1.0,771,201,20501,31,18
219,45,23,0.06924519693820652,801,181,19727,30,16
220,45,75,1.0,847,125,26121,24,12
221,46,72,1.0,592,123,23239,44,12
222,46,5,-1.0,1,0,1,22,10
223,46,38,0.5825017818959373,754,221,22448,32,20
224,47,21,0.0,682,213,24664,40,19
225,47,59,1.0,776,205,20952,30,18
226,47,24,0.10667107001321004,613,180,21196,44,16
227,47,29,0.27108157653528875,577,194,21820,44,18
228,48,88,1.0,742,115,21415,31,11
229,48,68,1.0,614,191,17457,43,17
230,48,80,1.0,780,116,24747,30,11
231,48,17,-1.0,1,0,1,31,19
232,49,82,1.0,551,170,17740,47,16
233,50,37,0.5391813928133375,733,177,22013,35,16
234,50,46,0.8278521915880545,603,164,19187,46,15
235,50,13,-0.17483913911692922,619,206,4507,42,19
236,50,1,-1.0,1,0,1,29,11
237,50,7,-1.0,1,0,1,22,14
238,51,29,0.2716898954703833,794,158,11480,21,16
239,51,25,0.13739397847329002,841,196,20161,26,17
240,52,5,-1.0,0,0,1,47,14
241,52,61,1.0,801,194,24170,28,17
242,52,35,0.4814585023624302,828,162,20953,26,15
243,52,53,1.0,807,222,21643,28,20
244,53,52,1.0,851,133,20380,21,13
245,53,89,1.0,565,116,18256,48,11
246,53,80,1.0,755,197,14347,34,17
247,53,22,0.025245178546290648,657,204,21311,42,18
248,53,21,0.0,830,217,22529,23,20
249,54,39,0.6237179487179487,789,217,14040,27,20
250,54,92,1.0,776,139,19120,30,13
251,54,13,-1.0,0,1,1,35,15
252,54,71,1.0,564,125,18434,47,12
253,54,15,-0.06604180133591898,543,208,9282,48,19
254,55,77,1.0,724,200,19748,33,18
255,56,22,0.025855330407071133,715,114,16631,34,11
256,56,23,0.07037020655491176,852,118,22609,27,11
257,57,27,0.21264651449722394,762,202,16210,31,18
258,57,38,0.5829930180476881,536,106,15182,50,10
259,57,26,0.17483650674228832,777,179,17279,32,16
260,57,86,1.0,897,216,19090,22,19
261,58,91,1.0,620,201,18595,41,19
262,59,15,-1.0,0,1,1,33,12
263,59,43,0.7227894973070018,809,137,17824,28,13
264,59,33,0.41832053455669693,771,206,20054,33,18
265,59,97,1.0,651,140,14662,42,13
266,60,99,1.0,672,148,16244,40,14
267,60,90,1.0,754,198,21948,35,17
268,60,88,1.0,686,216,12134,37,20
269,61,29,0.2725001224829749,869,208,20411,25,18
270,61,26,0.1715813674530188,781,214,20008,31,19
271,62,13,-1.0,1,0,1,35,11
272,62,93,1.0,588,115,14334,45,11
273,62,42,0.7003538898880316,605,223,17237,45,20
274,63,91,1.0,847,118,11196,27,11
275,63,20,-0.009074914343920734,797,227,10799,31,20
276,64,64,1.0,650,106,19305,41,10
277,65,2,-1.0,1,0,1,44,17
278,65,95,1.0,602,106,15148,45,10
279,65,20,-0.006168286959436809,664,137,14915,37,14
280,65,67,1.0,627,203,16165,43,18
281,65,12,-1.0,1,0,1,43,12
282,66,13,-1.0,1,0,1,35,11
283,66,62,1.0,674,174,16635,38,16
284,66,74,1.0,776,163,12203,32,15
285,66,64,1.0,841,216,18098,27,19
286,66,8,-1.0,0,0,1,44,11
287,67,20,-0.006356224955091889,634,111,14474,39,11
288,67,1,-1.0,0,0,1,45,12
289,67,90,1.0,733,197,12258,33,18
290,67,83,1.0,733,158,12186,32,15
291,67,60,1.0,850,221,15679,23,20
292,68,41,0.6804798255179935,733,103,11004,24,12
293,68,26,0.1736332026337205,829,178,13517,27,16
294,69,23,0.07211315504714794,820,194,12938,26,17
295,69,10,-1.0,0,0,1,41,20
296,69,98,1.0,643,191,11689,40,17
297,70,68,1.0,529,151,7401,44,16
298,70,64,1.0,644,139,15452,41,13
299,70,81,1.0,909,165,15199,21,15
300,71,53,1.0,739,139,10126,34,13
301,71,7,-1.0,0,1,1,25,13
302,71,41,0.673007896625987,550,118,8358,45,12
303,71,6,-1.0,0,0,1,31,19
304,72,9,-1.0,1,0,1,32,15
305,72,17,-0.0501628664495114,767,166,7675,27,16
306,72,89,1.0,562,167,5718,40,17
307,72,6,-1.0,1,0,1,47,14
308,73,45,0.7918102098340118,807,209,12772,23,20
309,73,47,0.8694100675726976,767,197,13171,33,17
310,74,39,0.6243619489559165,774,139,8620,21,15
311,74,28,0.23656178806723724,890,202,16241,21,18
312,75,34,0.44696220819709526,546,214,13151,46,20
313,76,98,1.0,800,129,12445,23,13
314,76,10,-1.0,1,0,1,44,17
315,76,1,-1.0,1,0,1,35,10
316,76,5,-1.0,1,0,1,50,13
317,77,21,0.0,783,160,13687,29,15
318,78,23,0.07175226586102719,777,221,11916,30,20
319,78,7,-1.0,1,0,1,23,17
320,78,32,0.39178310354399926,627,166,10807,40,16
321,79,50,0.9615418619043409,868,214,11311,23,19
322,79,41,0.6752112937679948,578,226,10767,47,20
323,80,87,1.0,605,196,10702,45,17
324,80,13,-1.0,1,0,1,49,17
325,80,88,1.0,726,178,8537,36,16
326,80,7,-1.0,1,0,1,31,15
327,80,68,1.0,698,101,9387,34,10
328,81,90,1.0,554,194,6341,43,20
329,81,48,0.9090192989365892,722,123,5078,36,12
330,82,22,0.03002868411617067,523,157,11156,50,15
331,82,43,0.7211037138044437,556,202,12467,47,18
332,82,16,-1.0,1,0,1,33,16
333,82,60,1.0,692,216,10628,39,19
334,83,53,1.0,714,171,8908,29,17
335,84,27,0.21796875,565,139,8960,49,13
336,84,46,0.8289537712895377,711,163,8220,37,15
337,85,29,0.2829389788293898,854,206,8030,26,18
338,86,30,0.328524078767791,768,181,5129,23,18
339,86,56,1.0,763,192,7974,28,18
340,86,1,-1.0,1,0,1,21,14
341,87,26,0.17931402168118002,627,189,5627,38,19
342,87,47,0.8746008090270385,526,203,4697,45,20
343,87,34,0.45556137593853674,754,119,5727,30,12
344,88,39,0.6189071716858119,709,212,6442,33,20
345,89,19,-0.03838130997079683,678,200,4794,34,20
346,89,72,1.0,470,176,3815,50,18
347,89,18,-0.06492393400471395,817,160,4667,26,15
348,89,40,0.6415123220572478,878,222,6533,22,20
349,90,41,0.6748015873015873,631,194,5040,42,17
350,90,4,-1.0,0,0,1,35,14
351,90,9,-1.0,1,0,1,37,16
352,90,35,0.4797369628383545,620,143,6539,39,15
353,91,10,-1.0,1,0,1,28,12
354,91,77,1.0,731,138,2431,22,15
355,92,90,1.0,426,77,3553,47,10
356,92,10,-1.0,1,0,1,38,16
357,93,35,0.4787740733071029,583,186,4829,45,17
358,93,77,1.0,796,198,3725,23,19
359,93,42,0.6980645161290323,665,116,4650,40,11
360,93,81,1.0,688,125,4853,38,12
361,94,91,1.0,489,196,3008,49,20
362,94,90,1.0,170,23,430,50,10
363,94,43,0.720592193808883,551,206,3715,50,18
364,95,38,0.5838014981273408,579,176,2136,38,18
365,95,68,1.0,467,99,1709,36,15
366,95,92,1.0,726,202,2763,35,18
367,96,12,-1.0,1,0,1,32,18
368,97,100,1.0,640,142,2485,41,14
369,97,18,-1.0,1,0,1,49,15
370,97,95,1.0,333,56,1537,46,10
371,98,29,0.36363636363636365,15,3,55,45,15
372,98,88,1.0,586,227,2071,47,20
373,98,42,0.7023622047244095,389,86,635,23,18
374,99,74,1.0,310,61,412,28,18
375,99,18,-0.2297734627831715,208,23,309,35,12
376,100,18,0.0,0,0,0,22,13
377,100,85,0.0,0,0,0,40,17
