WorkerID,Entry_date,Ability,Reputation,Like_list_len,Block_list_len,ratings,mid_thres,low_thre,Tasks,
128,4,69,1,226,3,12503,43,14,94,1758
129,4,72,0.186102314,329,1,13136,21,13,43,1958
130,4,67,0.140835778,184,11,11929,50,18,41,1619
131,4,89,-1,193,3,16372,48,14,9,3255
132,4,71,0.33,271,0,12963,35,10,60,1885
133,4,73,-0.188854824,309,1,13308,26,11,26,2048
134,4,2,0.232997118,134,0,347,43,12,46,35
135,4,23,0.640752381,319,1,4200,21,13,73,397
136,4,28,-0.035944534,268,15,4976,33,20,33,502
137,4,72,0.271616931,262,1,13136,37,12,48,1947
138,5,33,0.056832422,260,1,6033,36,13,36,613
139,5,89,0.019154298,282,16,15833,31,20,35,3042
140,5,31,-0.107867841,322,1,5675,21,12,30,584
141,5,29,0.679367946,239,1,5316,39,11,76,530
142,5,82,-0.108617403,217,15,14480,45,20,30,2409
143,5,60,-0.0376137,288,11,10686,30,18,33,1319
144,5,75,0.33,281,11,13300,31,19,52,1907
145,5,65,0.611484632,239,0,11875,41,10,72,1612
146,5,12,0.33,267,1,2182,30,11,59,186
147,6,86,0.647999363,185,1,15705,50,11,74,2862
148,6,100,0.220251081,217,7,20591,45,16,45,6631
149,6,86,-1,189,1,15705,49,13,8,2765
150,6,19,0.260626624,250,1,3463,37,11,47,316
151,6,60,0.680071382,288,11,10647,30,18,76,1334
152,7,8,0.809833449,201,6,1441,43,16,83,109
153,7,17,-0.034815534,264,1,3090,32,12,33,288
154,7,60,-0.33,329,1,10856,21,12,21,1316
155,7,4,0.054617524,231,3,719,29,15,36,53
156,7,60,-0.768713527,288,6,10727,30,16,14,1281
157,7,7,-0.24646875,240,1,1280,34,12,24,123
158,7,53,-0.397815188,279,4,9534,31,15,20,1122
159,7,97,1,278,1,18601,32,12,92,4646
160,7,86,-0.30386682,282,1,15633,31,12,22,2776
161,7,71,0.556669273,309,1,12787,26,13,70,1742
162,7,11,0.183259557,254,0,1988,32,10,43,171
163,7,100,0.097445738,240,0,20871,41,10,38,6695
164,7,84,-0.33,185,3,15172,50,14,21,2561
165,7,33,-0.33,219,1,5986,43,13,21,599
166,7,93,0.898903722,278,0,17304,32,10,87,3794
167,8,10,0.619455056,168,3,1780,49,14,72,149
168,8,99,-0.08639398,316,1,19534,25,11,31,5535
169,8,99,-0.46797496,297,6,19249,29,16,19,5293
170,8,84,0.41463398,330,15,14685,21,20,63,2447
171,8,2,0.33,176,2,341,29,15,51,26
172,8,60,0.897349896,230,9,10626,42,17,87,1285
173,8,46,-1,316,11,8167,24,19,3,840
174,8,81,0.200332352,297,11,14262,29,18,44,2251
175,9,77,0.33,192,9,13537,48,17,58,2044
176,9,18,1,258,11,3178,35,18,93,277
177,9,10,-1,284,1,1786,26,12,7,168
178,9,74,-0.623949899,210,11,12894,46,19,16,1845
179,9,36,0.563131458,181,15,6291,50,20,70,603
180,9,21,0.938153846,263,3,3770,33,14,89,350
181,9,38,-0.246354858,221,15,6628,43,20,24,633
182,9,6,0.065630252,235,6,1071,34,16,37,87
183,9,20,0.415103487,284,11,3527,29,18,63,294
184,9,45,0.391655414,299,9,7998,28,17,62,818
185,10,78,-1,277,11,13574,32,18,1,1972
186,10,56,1,238,11,9783,41,18,100,1086
187,10,13,1,257,15,2258,33,20,94,184
188,10,53,0.939181336,269,3,9430,35,14,89,974
189,10,28,0.680027789,264,0,5038,35,10,76,432
190,10,98,0.652088882,240,7,18474,41,16,74,4680
191,10,6,0.612138189,216,4,1071,38,15,71,85
192,10,84,0.156814106,211,1,15057,46,12,42,2416
193,10,66,0.641464873,230,15,11373,42,20,73,1409
194,10,55,0.359183673,237,0,9849,41,10,61,1106
195,10,35,0.41118949,272,1,6280,32,12,63,637
196,10,84,0.219276748,254,1,15057,38,13,45,2562
197,10,32,-0.961452715,239,16,5562,39,20,11,507
198,10,3,0.770618956,222,7,517,25,18,80,37
199,10,13,0.236465899,255,15,2258,34,20,46,189
200,11,3,1,188,0,524,36,13,99,39
201,11,66,-0.469124106,188,4,11611,49,15,19,1491
202,11,14,-0.464693471,228,1,2512,40,11,19,204
203,11,67,0.390108539,329,3,11793,21,14,62,1497
204,11,93,0.842360117,289,12,16478,30,19,85,3349
205,11,84,0.43518802,247,4,14892,39,14,65,2414
206,11,28,0.201074082,289,3,4981,29,14,44,447
207,11,43,0.20334114,238,0,7686,40,10,44,804
208,11,23,0.565081967,278,1,4087,30,12,70,352
209,11,28,0.33,184,11,4888,49,18,58,419
210,11,45,-0.064054878,306,11,7872,26,19,32,779
211,11,79,0.187924894,328,4,13927,22,15,43,2129
212,11,32,0.33,266,4,5685,34,15,53,537
213,11,38,0.33,324,1,6786,21,11,53,593
214,11,89,0.639598996,307,11,15536,27,19,73,2926
215,11,91,0.874341808,276,1,16401,33,13,86,3231
216,11,92,0.824363823,303,3,16552,28,14,84,3378
217,11,61,-1,329,15,10502,21,20,9,1291
218,12,39,-0.064572656,305,15,6751,26,20,32,671
219,12,89,-1,224,11,15453,44,19,9,2861
220,12,26,1,244,0,4608,38,10,91,412
221,12,64,0.612585841,230,1,11300,42,12,72,1319
222,12,86,0.33,320,1,15251,24,13,60,2504
223,12,37,0.637002882,291,0,6593,29,10,73,627
224,12,100,0.184639866,307,12,19701,27,18,43,5976
225,12,97,-0.33,274,1,18125,34,13,21,4398
226,12,85,-0.33,282,15,14570,31,20,21,2362
227,12,97,0.33,329,3,17992,22,14,57,4280
228,12,20,-0.27707372,297,1,3554,26,11,23,296
229,12,29,-1,235,9,5071,40,17,10,427
230,12,45,0.700673807,213,0,8029,45,10,77,801
231,13,28,0.788847652,210,9,4877,45,17,82,409
232,13,39,-1,212,6,6874,45,16,1,649
233,13,78,-1,296,11,13374,29,18,9,2058
234,13,76,0.589167608,271,4,13275,35,14,71,1901
235,13,45,-0.06221108,293,1,7978,29,12,32,848
236,13,1,0.839874214,98,2,159,33,18,85,10
237,13,63,0.33,216,1,11074,45,12,54,1366
238,13,86,1,247,15,14670,39,20,96,2511
239,13,2,0.132580645,178,0,341,28,11,41,17
240,13,54,-0.302092143,186,1,9507,49,13,22,1016
241,13,43,0.896472566,189,11,7436,48,19,87,775
242,13,1,1,113,1,159,25,14,94,9
243,13,34,-0.141256432,181,1,6025,50,13,29,548
244,13,8,0.33,266,1,1428,29,11,56,124
245,13,69,0.937563538,184,11,11804,50,19,89,1493
246,13,56,-0.629439821,222,1,9854,44,13,16,1062
247,14,6,-0.167850288,164,9,1042,48,17,28,72
248,14,74,0.648649026,281,1,12887,31,12,74,1803
249,14,36,0.667875994,225,6,6290,42,16,75,574
250,14,90,0.33,231,9,15620,42,17,53,2887
251,14,98,0.288756942,297,11,17827,29,19,49,4448
252,14,1,0.528050314,68,0,159,49,11,67,5
253,14,43,1,311,0,7587,25,10,92,754
254,14,13,0.01488611,257,11,2239,33,19,35,181
255,14,88,0.549494792,320,4,15360,24,15,69,2761
256,14,30,-0.628605422,318,15,5127,23,20,16,447
257,14,6,0.622687559,266,3,1053,26,14,72,91
258,14,71,0.33,267,0,12396,36,10,57,1615
259,14,49,0.33,285,11,8453,30,19,60,844
260,14,59,0.678743924,302,5,10286,28,15,76,1168
261,15,27,-0.157984694,194,4,4704,47,15,28,388
262,15,72,-1,230,1,12489,42,13,2,1646
263,15,99,0.112513551,282,1,18818,31,10,39,5100
264,15,6,0.793257143,271,3,1050,25,14,82,84
265,15,19,-1,275,1,3344,30,11,7,293
266,15,82,0.410824057,254,1,14283,38,11,63,2211
267,15,54,1,304,9,9270,27,17,91,955
268,15,84,0.00057656,329,13,14309,22,18,34,2308
269,15,27,1,301,4,4704,26,15,92,395
270,15,98,0.557826517,272,2,18192,35,11,70,4512
271,15,10,-0.095375723,207,4,1730,42,15,31,134
272,15,95,1,185,15,16507,50,20,92,3530
273,15,68,-0.398198152,277,0,11799,32,10,20,1513
274,15,98,1,316,11,17715,25,18,93,4379
275,15,82,1,263,11,13939,37,18,96,2070
276,16,32,-0.156546041,295,1,5582,28,11,28,516
277,16,37,0.116944488,324,4,6431,21,15,39,576
278,16,43,0.33,258,3,7467,37,14,57,744
279,16,57,0.727401961,306,7,9792,27,16,79,1086
280,16,9,0.33,299,3,1565,22,14,58,117
281,16,6,0.020862069,245,6,1044,30,16,35,81
282,16,4,1,257,7,693,22,18,93,61
283,16,51,1,300,11,8692,28,19,99,891
284,16,20,0.39155613,259,3,3483,35,14,62,284
285,16,4,-0.773753623,250,9,690,24,20,14,59
286,17,49,0.783204684,285,9,8369,30,17,81,823
287,17,42,0.527291039,235,0,7298,41,10,68,710
288,17,52,0.549296125,244,9,8851,39,17,69,889
289,18,28,0.896474731,321,1,4828,22,13,87,404
290,18,12,-0.303677043,226,3,2056,39,14,22,160
291,18,99,-0.470215017,243,15,17766,40,20,19,4656
292,18,79,0.64936167,275,4,13410,33,15,74,1907
293,18,67,0.33,210,7,11298,46,16,59,1295
294,18,77,0.27129096,226,0,13153,43,10,48,1826
295,18,34,0.097971385,212,1,5871,45,13,38,520
296,18,31,0.098249013,270,3,5317,32,14,38,475
297,18,46,0.070254312,285,1,7943,30,12,37,738
298,19,65,0.291198208,277,15,10716,32,20,49,1216
299,19,54,-0.467705476,240,6,9113,40,16,19,961
300,19,72,1,309,10,11996,26,17,91,1533
301,19,25,1,192,1,4270,47,12,96,363
302,19,3,0.33,213,2,503,27,15,51,33
303,19,2,0.33,103,0,330,50,11,56,22
304,19,61,-0.060900465,277,3,10328,32,14,32,1197
305,19,90,-0.110144291,268,6,15247,36,16,30,2642
306,19,31,-1,312,9,5229,24,17,1,445
307,19,13,-0.519406742,257,3,2225,33,14,18,144
308,19,62,-1,302,3,10504,28,14,9,1216
309,19,85,0.826378584,189,1,14475,49,11,84,2335
310,19,30,-0.33,180,11,5034,50,19,21,398
311,19,24,0.33,267,6,4050,32,16,58,337
312,19,40,0.21870249,226,1,6867,42,11,45,650
313,19,44,0.33,181,1,7545,50,12,57,706
314,20,19,-0.16277027,190,0,3256,47,10,28,222
315,20,60,-1,329,1,10148,21,12,3,1119
316,20,80,-0.627168324,306,15,13070,27,20,16,1823
317,20,29,0.723033662,184,9,4872,49,17,78,391
318,20,56,0.614815244,238,0,9499,41,10,72,975
319,20,55,0.389212641,182,0,9335,50,10,62,952
320,20,25,0.477850047,213,4,4228,44,15,66,341
321,20,52,0.33,327,4,8785,21,15,57,891
322,20,62,0.38973664,271,3,10442,35,14,62,1163
323,20,94,-1,201,4,16151,47,15,4,3242
324,20,16,-1,282,15,2679,29,20,7,227
325,20,28,-1,204,1,4781,46,13,4,366
326,20,29,0.33,235,11,4842,40,19,53,381
327,20,96,0.270477558,193,4,16710,48,15,48,3679
328,20,60,0.506215018,223,1,10148,44,13,67,1168
329,21,48,0.33,197,11,7956,47,19,53,751
330,21,59,0.219678784,267,1,9931,36,11,45,1075
331,22,49,-0.142766525,322,1,8245,23,11,29,777
332,22,33,0.412399194,260,9,5456,36,17,63,453
333,22,54,-0.467637673,240,2,9025,40,12,19,907
334,22,47,1,316,9,7777,24,17,93,729
335,22,93,-0.33,307,1,15778,27,12,21,3049
336,22,72,0.33,329,1,11965,21,13,55,1511
337,22,3,-0.465902637,139,8,493,47,20,19,29
338,22,43,0.142465714,196,15,7000,47,20,41,642
339,23,77,-0.84407081,267,1,12710,36,13,13,1727
340,23,31,0.127766615,264,1,5176,35,12,40,408
341,23,18,0.33,302,1,3018,25,11,52,251
342,23,31,0.873533617,266,1,5176,34,12,86,449
343,23,5,0.33,171,1,849,46,13,54,55
344,23,19,1,275,1,3190,30,12,94,241
345,23,12,-0.33,305,10,1958,22,18,21,133
346,23,95,-0.190324157,297,1,16165,29,12,26,3365
347,23,62,0.185823684,302,1,10277,28,12,43,1033
348,23,2,0.128333333,133,2,324,43,14,41,22
349,23,68,0.22068902,253,15,10856,38,20,45,1246
350,24,67,-1,184,3,10942,50,14,9,1303
351,24,40,-1,238,3,6619,40,14,4,576
352,24,1,-0.443116883,89,2,154,38,19,19,7
353,24,48,0.33,182,11,7791,50,18,51,732
354,24,9,0.083382353,269,1,1496,29,12,38,117
355,24,39,-0.520887982,277,11,6374,31,19,18,537
356,24,74,0.114806446,306,4,12038,27,15,39,1505
357,24,25,0.027852479,236,1,4135,39,12,35,334
358,24,75,0.93905562,275,9,12082,33,17,89,1507
359,24,75,-1,302,15,11892,28,20,2,1509
360,24,26,-0.143308602,230,1,4313,41,12,29,327
361,24,55,0.504946083,186,0,9088,49,10,67,872
362,24,52,-0.301817969,214,4,8548,45,15,22,829
363,24,43,-0.034340102,269,4,7092,34,15,33,661
364,24,93,-0.33,326,6,15360,23,16,21,2892
365,24,39,0.636506934,196,3,6490,47,14,73,588
366,24,51,-0.061084939,300,3,8406,28,14,32,817
367,24,87,-0.33,240,11,13979,41,19,21,2296
368,24,56,0.722184386,252,6,9133,38,16,78,912
369,24,34,0.42098619,283,1,5648,30,12,64,442
370,25,56,0.617110864,187,11,8975,49,19,72,880
371,25,73,0.638350029,223,1,11879,44,11,73,1471
372,25,65,-0.90257637,302,1,10639,28,11,12,1192
373,25,60,0.969495824,210,1,9818,46,12,90,1050
374,25,33,-1,274,4,5413,31,15,10,460
375,25,66,-0.086296012,216,15,10432,45,20,31,1136
376,25,97,0.33,193,0,16623,48,10,59,3805
377,25,66,-0.000569402,200,15,10432,47,20,34,1169
378,25,46,1,236,0,7619,41,10,95,715
379,25,79,0.261765167,188,6,12758,49,16,47,1761
380,25,24,-0.062561259,315,9,3877,23,17,32,281
381,25,98,-1,243,1,16947,40,11,2,3968
382,25,60,0.33,184,11,9607,50,18,54,944
383,25,49,1,239,9,7959,40,17,91,749
384,25,94,0.721471926,316,9,15388,25,17,78,3069
385,26,87,-1,227,1,14111,43,11,6,2261
386,26,20,0.154217016,261,9,3244,34,17,42,223
387,26,34,1,301,1,5579,27,11,92,426
388,27,14,-1,225,0,2299,41,10,6,176
389,27,45,0.126399395,239,6,7271,40,16,40,620
390,27,34,-1,283,1,5548,30,12,7,493
391,27,65,1,275,6,10392,33,16,91,1133
392,27,10,0.057560521,218,1,1611,40,13,37,118
393,27,32,0.811305038,318,15,5042,23,20,83,412
394,27,11,0.722706935,181,0,1788,47,10,79,146
395,27,8,0.177462236,285,0,1324,25,10,43,90
396,27,74,0.940210864,271,2,11856,35,13,89,1570
397,27,78,-0.843740433,296,6,12413,29,16,13,1618
398,27,41,-0.466178034,226,9,6583,42,17,19,580
399,27,37,0.594881054,283,15,5843,30,20,71,471
400,27,56,-1,295,6,8954,29,16,5,840
401,27,41,0.020076429,238,11,6542,40,19,35,511
402,27,38,-0.696956171,291,1,6206,29,13,15,547
403,27,45,0.157841796,243,4,7307,39,15,42,615
404,27,45,-1,236,9,7227,41,17,6,602
405,27,78,0.26112494,242,1,12534,40,13,47,1613
406,27,17,0.67665949,283,0,2787,29,10,76,225
407,27,31,-0.631827057,219,5,5019,43,15,16,436
408,28,59,1,223,1,9448,44,11,96,936
409,28,13,0.836257757,306,1,2095,23,12,85,131
410,28,24,-0.277213711,216,1,3851,43,11,23,273
411,28,90,0.681870161,263,11,14079,37,18,76,2382
412,28,89,-0.33,240,1,14257,41,10,21,2306
413,28,22,0.029831034,296,1,3551,27,13,35,266
414,28,36,0.33,237,11,5699,40,18,56,505
415,28,7,-0.052574257,215,14,1111,39,20,33,70
416,28,21,0.390176108,250,1,3407,37,12,62,236
417,28,5,0.33,175,4,814,45,15,58,45
418,28,78,1,188,9,12231,49,17,91,1566
419,28,47,0.218990826,325,6,7521,22,16,45,669
420,28,18,0.670453758,316,6,2887,21,16,75,224
421,28,91,0.33,307,6,14435,27,16,57,2527
422,28,19,0.785242434,306,4,3073,24,15,82,244
423,28,30,0.33,274,1,4850,31,12,51,396
424,29,28,0.969437027,219,0,4494,43,10,90,349
425,29,14,0.33,197,15,2189,46,20,54,138
426,29,28,0.33,216,1,4490,44,12,58,360
427,29,42,-0.188662506,219,1,6729,44,13,26,628
428,29,84,-1,316,11,12990,25,18,4,1880
429,29,19,-0.172773723,255,9,3014,36,17,27,226
430,29,86,-0.843902582,247,0,13632,39,10,13,2039
431,29,83,0.61388186,329,1,13120,22,13,72,1862
432,29,38,-0.065093012,237,11,5967,40,19,32,505
433,29,3,-0.133554604,166,4,467,40,16,29,29
434,29,34,0.268174152,301,1,5455,27,13,48,431
435,29,9,0.838127234,275,10,1399,28,19,85,86
436,29,3,0.358632479,205,2,468,29,15,61,32
437,29,44,1,277,0,7060,31,10,98,612
438,29,21,0.730769914,265,1,3377,32,11,79,250
439,29,41,0.218360207,302,2,6574,27,11,45,578
440,29,60,0.844459231,277,3,9468,32,14,85,926
441,29,82,0.940768341,278,2,12963,32,11,89,1892
442,29,53,-0.159939609,244,0,8445,39,10,28,794
443,29,51,-0.159018496,279,3,8110,31,14,28,731
444,30,27,0.00023622,209,11,4191,45,18,34,332
445,30,44,1,181,1,6997,50,12,92,615
446,30,10,0.598617512,263,14,1519,30,20,71,105
447,30,60,-1,329,6,9339,21,16,5,995
448,30,30,0.202772756,210,3,4757,45,14,44,382
449,30,36,-0.69784085,310,0,5743,25,10,15,451
450,30,52,0.722928022,286,4,8183,30,15,78,777
451,30,57,0.305642676,309,15,8698,26,20,50,825
452,30,47,-0.109615695,186,4,7442,49,15,30,686
453,30,98,0.59314111,211,6,16023,46,16,71,3696
454,31,71,0.33,192,1,11002,48,12,52,1287
455,31,94,0.642362058,310,11,14517,26,19,73,2774
456,31,74,-0.062448017,302,1,11446,28,12,32,1372
457,31,90,0.783374388,289,6,13884,30,16,81,2341
458,31,77,-0.466858881,246,11,11671,39,18,19,1457
459,31,16,-0.188253275,257,6,2519,35,16,26,187
460,31,62,0.722474131,210,1,9664,46,11,78,1015
461,31,55,0.638643812,214,0,8605,45,10,73,830
462,31,4,0.135573248,183,5,628,41,17,41,31
463,31,30,0.110190311,264,11,4624,35,19,39,308
464,32,66,1,210,1,10154,46,11,96,1072
465,32,50,-1,190,3,7759,48,14,2,703
466,32,9,0.64537961,206,6,1383,42,16,73,96
467,32,87,-1,193,4,13300,48,15,8,2008
468,33,23,0.55289333,201,1,3553,46,13,69,274
469,33,17,0.255138889,264,11,2592,32,18,47,175
470,33,70,-0.162303212,319,1,10646,24,11,28,1156
471,33,22,0.33,299,1,3409,26,13,58,233
472,33,19,-0.035225347,262,3,2951,33,14,33,204
473,33,96,-0.629209497,240,1,15079,41,11,16,3099
474,33,26,0.154508671,268,6,3979,32,16,42,295
475,33,43,0.812948255,315,1,6648,24,12,83,572
476,33,88,0.33,185,0,13441,50,10,60,2080
477,33,13,0.263539382,229,1,2006,39,12,48,142
478,33,14,-0.56827681,188,0,2182,47,10,17,171
479,33,49,1,243,6,7514,39,16,95,674
480,33,50,0.898335272,270,0,7737,34,10,87,678
481,33,3,1,189,4,457,32,16,94,29
482,33,23,0.969451168,278,1,3553,30,12,90,243
483,34,85,0.18533255,193,5,12765,48,15,43,1817
484,34,14,-1,232,11,2111,39,19,1,139
485,34,16,-1,210,0,2473,44,10,7,162
486,34,3,0.842876106,167,0,452,38,10,85,29
487,34,28,0.287925785,274,11,4204,31,18,49,282
488,34,89,-0.038965051,303,6,13305,28,16,33,2100
489,34,66,0.917409496,281,11,9751,31,18,88,979
490,34,82,0.33,303,0,12411,28,10,51,1664
491,35,18,-1,268,1,2735,31,11,9,206
492,35,72,1,273,0,10776,34,10,96,1236
493,35,42,0.140273327,235,1,6366,41,13,41,500
494,35,68,0.969752587,192,1,10145,48,12,90,1073
495,35,51,0.640566554,221,3,7678,44,14,73,703
496,35,89,-0.768962044,240,1,13305,41,12,14,2049
497,36,89,-0.518833447,217,1,13167,45,13,18,2026
498,36,8,-0.123855319,279,10,1175,26,19,30,101
499,36,27,0.33,222,11,3950,42,18,57,290
500,36,98,-0.397139405,211,12,14899,46,19,20,3291
501,36,1,-0.124347826,104,1,138,24,15,32,8
502,37,21,0.843237179,230,3,3120,40,14,85,214
503,37,95,-0.213501164,276,15,13744,33,20,25,2603
504,37,2,1,129,4,286,40,17,99,20
505,37,51,-1,190,1,7563,48,12,2,681
506,37,80,0.33,296,15,11341,29,20,60,1472
507,37,8,-0.255785408,215,10,1165,40,19,24,81
508,37,98,-1,272,11,14740,35,19,3,3170
509,37,66,0.825940584,306,4,9627,27,15,84,1003
510,37,75,-0.142614123,253,1,10975,38,13,29,1283
511,37,36,0.782055743,324,3,5346,21,14,81,396
512,37,34,-0.169242575,320,6,5017,23,16,27,407
513,37,33,-0.846742016,322,9,4822,21,17,13,379
514,37,31,-1,246,4,4582,38,15,10,344
515,37,8,0.660935875,205,14,1154,42,20,74,71
516,37,19,-0.279123055,264,1,2828,32,13,23,197
517,37,85,-0.245822057,282,6,12341,31,16,24,1708
518,37,93,-0.570948593,330,16,13325,21,20,17,2309
519,37,30,-1,322,1,4457,21,13,8,319
