WorkerID,Entry_date,Ability,Reputation,Like_list_len,Block_list_len,ratings,mid_thres,low_thre,Tasks,
46,0,20,1,249,11,3363,33,18,72,313
47,0,2,0.899182561,154,0,367,34,10,48,22
48,0,78,0.151418115,238,15,13116,39,20,26,2074
49,0,1,-1,109,0,193,30,11,6,18
50,0,70,-1,211,6,12036,46,16,2,1772
51,0,19,0.882065383,252,0,3273,32,10,47,298
52,0,3,1,140,0,545,48,12,91,46
53,0,37,1,220,5,6328,42,16,77,608
54,0,24,0.98710776,196,6,4111,48,16,50,427
55,0,56,1,240,11,9467,38,18,93,1139
56,0,59,0.045248423,220,4,10144,43,15,23,1219
57,0,45,1,240,1,7728,37,13,60,883
58,0,89,-1,204,1,15743,48,12,9,3217
59,0,85,1,303,0,14987,24,10,88,2865
60,0,44,1,220,9,7474,42,17,77,778
61,0,11,0.234754452,210,5,1853,41,16,28,158
62,0,35,-1,272,0,6028,29,10,1,616
63,0,42,-1,234,1,7233,39,13,5,788
64,0,90,1,310,5,15826,22,14,83,3312
65,0,61,0.677776689,252,15,10201,35,20,42,1284
66,0,7,0.609205021,209,3,1195,40,14,40,94
67,0,64,1,217,12,10827,44,18,85,1413
68,0,30,0.26133951,211,0,5181,45,11,29,500
69,0,78,1,301,1,13613,24,10,85,2195
70,0,62,1,254,16,10366,34,20,68,1332
71,0,59,1,243,16,9865,37,20,99,1235
72,0,65,-1,262,1,11258,32,11,8,1511
73,0,11,1,245,0,1860,31,11,72,143
74,0,57,1,306,5,9798,22,16,98,1156
75,0,42,1,256,4,7198,33,14,74,789
76,0,87,1,218,12,14962,45,18,61,2913
77,0,60,0.404999024,262,9,10242,32,17,33,1306
78,0,18,1,266,4,3079,29,15,65,268
79,0,95,0.331581744,213,12,16937,46,18,31,4284
80,0,82,-0.172163018,254,13,13888,35,19,19,2445
81,0,70,0.484677352,255,4,12041,34,14,36,1741
82,0,85,0.32808434,204,0,14987,49,10,31,2889
83,0,13,0.807025547,284,0,2192,23,10,45,220
84,0,34,-1,255,11,5713,33,18,2,554
85,0,45,0,300,0,7745,23,11,21,858
86,0,63,1,270,5,10832,30,15,60,1430
87,0,2,0.443526171,186,7,363,22,18,35,35
88,0,90,1,220,9,15692,44,17,83,3281
89,0,38,1,256,0,6537,33,11,81,701
90,0,100,0.657604591,274,12,19863,30,18,41,6702
91,0,31,1,224,0,5343,41,12,79,490
92,0,41,1,240,13,6848,37,19,97,738
93,0,15,-0.169206721,287,4,2559,23,14,19,237
94,0,28,1,257,8,4773,32,17,89,442
95,0,55,0.20547216,302,8,9393,23,17,27,1115
96,0,14,0.378730559,185,0,2379,50,10,32,210
97,0,62,1,215,8,10577,45,17,73,1339
98,0,41,-1,282,5,7015,26,16,8,745
99,0,69,0.516535298,221,11,11672,43,18,37,1657
100,1,39,0.882555872,217,0,6667,43,12,47,663
101,1,8,1,204,3,1345,41,15,92,117
102,1,58,1,237,5,9905,39,16,85,1178
103,1,15,-0.431196247,239,0,2558,34,10,16,212
104,1,81,1,198,0,14119,50,12,94,2464
105,1,35,1,216,8,5914,43,17,67,602
106,1,17,-0.165229389,233,1,2899,37,13,19,235
107,1,44,1,249,0,7537,35,12,72,771
108,1,64,1,220,4,10950,43,15,90,1404
109,1,41,-1,234,0,7020,39,12,8,725
110,1,28,0.151969981,308,1,4797,21,13,26,469
111,1,36,0.02006198,298,5,6131,23,16,22,625
112,1,83,1,243,16,13981,38,20,74,2407
113,1,85,1,231,8,14643,41,17,88,2581
114,1,40,1,293,13,6636,25,19,67,687
115,1,13,-0.166743225,284,1,2177,23,13,19,165
116,1,31,1,302,1,5301,22,13,95,494
117,1,28,1,254,0,4806,33,11,63,426
118,2,83,1,239,0,14446,39,10,74,2598
119,2,65,0.824704898,246,15,10759,36,20,46,1414
120,2,44,-0.383480419,256,15,7252,33,20,17,748
121,2,21,0.095022624,227,8,3536,39,17,24,320
122,2,60,0.989045383,270,4,10224,30,15,50,1247
123,2,43,1,300,0,7354,23,12,77,771
124,2,82,-0.382502113,230,1,14196,41,13,17,2421
125,3,40,1,199,5,6758,48,16,74,681
126,3,35,1,198,8,5879,49,17,92,578
127,3,2,1,179,2,363,25,16,53,33
128,3,25,1,276,4,4247,28,15,93,409
129,3,6,-0.372161895,218,13,1013,34,20,17,83
130,3,78,1,278,5,13297,29,15,88,2058
131,3,47,1,295,0,8026,25,12,66,866
132,3,66,0.944795655,237,5,11231,39,16,49,1458
133,3,24,1,221,0,4090,41,11,70,357
134,4,49,1,200,5,8306,48,16,78,882
135,5,89,0.652385014,300,4,15241,25,14,41,2850
136,5,45,0.722757498,212,13,7369,45,19,43,768
137,5,62,1,297,1,10550,25,10,76,1269
138,5,33,1,233,0,5585,39,11,99,518
139,5,57,1,261,8,9552,32,17,95,1099
140,5,21,1,189,0,3553,50,12,82,285
141,5,97,0.207052284,317,11,17271,21,18,27,4419
142,5,35,1,309,0,5923,21,12,67,554
143,5,3,0.784644195,136,9,534,50,18,45,41
144,5,7,1,215,0,1185,38,12,57,108
145,6,28,1,261,0,4745,31,11,97,411
146,6,30,-1,295,5,5048,24,16,9,458
147,6,73,1,283,0,12397,28,10,82,1801
148,6,35,0.988826816,298,0,5907,23,10,50,610
149,6,56,-0.809182363,258,8,9344,33,17,12,1031
150,6,21,-1,256,4,3519,31,15,9,285
151,6,94,-0.647033481,231,8,16248,41,17,14,3609
152,6,1,0.978835979,122,4,189,23,19,50,18
153,6,4,1,150,0,715,50,10,64,57
154,6,56,1,299,11,9258,24,18,62,1007
155,6,7,0.203058624,219,4,1177,36,16,27,100
156,6,74,1,253,11,12265,35,18,98,1690
157,6,64,0.653789415,217,0,10846,44,12,41,1321
158,6,30,1,202,1,5069,47,13,65,437
159,6,31,1,194,13,5082,50,19,65,458
160,6,39,0.988414634,243,1,6560,36,13,50,660
161,6,49,1,284,11,8120,26,18,61,853
162,6,59,-1,215,0,10005,45,10,8,1092
163,7,91,0.092072286,285,15,15162,28,20,24,3030
164,7,62,-1,314,4,10387,21,14,9,1192
165,7,31,0.263674884,298,4,5192,23,15,29,473
166,7,30,-1,230,0,5063,40,10,10,474
167,7,14,1,243,4,2312,33,15,80,180
168,7,90,1,204,0,15483,49,11,76,2987
169,7,61,0.617584335,252,0,10316,35,12,40,1227
170,8,68,1,203,5,11331,49,16,73,1424
171,8,75,1,308,1,12642,22,13,79,1771
172,8,67,1,218,4,11193,44,15,59,1422
173,8,98,-1,265,10,17719,32,17,8,4751
174,8,81,0.0195378,219,1,13717,44,12,22,2226
175,9,46,1,252,0,7676,34,12,52,731
176,9,77,-1,308,1,12929,22,13,1,1833
177,9,88,1,317,5,14783,21,14,87,2613
178,9,8,0.276710223,175,10,1301,50,18,30,94
179,9,85,1,249,0,14422,36,11,70,2489
180,9,18,0.832555037,231,4,2998,38,15,46,246
181,9,4,-1,199,3,704,34,16,10,50
182,9,61,0.486641966,314,0,10256,21,12,36,1216
183,9,47,-1,305,0,7875,22,11,5,803
184,9,50,0.521651202,200,0,8406,48,12,37,855
185,9,24,-0.81081761,234,8,3975,38,17,12,336
186,9,3,0.290076336,143,9,524,47,18,31,38
187,9,98,-0.171015331,223,15,17285,43,20,19,4612
188,9,62,0.211873693,254,15,10039,34,20,27,1134
189,9,13,1,248,15,2074,31,20,78,166
190,9,11,-1,219,15,1766,39,20,7,118
191,10,100,1,289,11,18957,27,18,81,5907
192,10,91,0.257593382,257,1,15474,34,13,29,3081
193,10,67,0.881833586,207,0,11213,47,11,47,1443
194,10,41,0.684257075,217,4,6784,43,14,42,615
195,10,54,-0.436444041,281,11,8819,28,18,16,929
196,11,78,1,315,1,12980,21,13,97,1911
197,12,18,1,289,11,2931,24,18,94,234
198,12,32,-0.53824416,280,0,5308,27,11,15,456
199,12,42,1,217,4,6910,43,14,70,620
200,12,68,0.460952556,315,13,10897,21,19,35,1330
201,12,100,-0.176934734,290,5,19137,26,16,19,5987
202,12,16,1,264,15,2567,29,20,96,195
203,12,93,1,244,4,15657,38,15,97,3167
204,12,49,0.725384143,196,1,8135,50,13,43,789
205,12,34,1,198,0,5623,48,10,66,480
206,12,5,1,181,9,839,42,18,64,60
207,12,97,1,289,0,17181,26,12,65,4245
208,12,42,1,238,1,6944,38,13,84,607
209,12,13,1,288,1,2113,22,13,57,147
210,12,9,0.210597826,176,4,1472,50,14,27,109
211,12,8,1,221,3,1303,36,15,80,104
212,12,9,0.715652768,180,8,1463,49,17,43,119
213,12,77,-1,203,1,12795,49,12,7,1853
214,12,64,0.799121094,223,15,10240,42,20,45,1159
215,13,81,1,305,4,13278,23,14,82,1981
216,13,69,1,283,5,11262,28,16,99,1349
217,13,32,1,298,11,5174,23,18,100,436
218,13,75,-0.439676721,271,13,12002,30,19,16,1608
219,14,68,-1,267,1,11136,31,13,4,1332
220,15,93,1,240,15,14999,39,20,100,2886
221,15,56,0.718715146,276,11,8966,29,18,43,932
222,15,100,1,266,15,18226,32,20,91,5597
223,15,44,0.214511949,304,15,6946,22,20,27,663
224,15,13,0.460803059,248,1,2092,31,13,35,156
225,15,73,1,271,13,11580,30,19,54,1452
226,15,11,-1,292,0,1779,21,10,8,137
227,15,90,1,249,8,14645,36,17,66,2633
228,15,1,0.021390374,76,1,187,49,17,22,9
229,15,94,1,204,0,15850,48,10,77,3241
230,15,36,0.239904988,295,0,5894,24,12,28,487
231,15,19,-0.37195122,224,1,3116,40,13,17,240
232,15,55,1,265,8,8896,31,17,54,864
233,15,32,0.620233761,298,4,5219,23,15,40,407
234,15,11,1,264,5,1772,26,16,55,135
235,15,91,0.279738475,288,4,14989,27,14,30,2760
236,15,38,1,238,1,6197,38,13,55,526
237,15,24,1,292,0,3950,24,10,72,333
238,15,49,0.619650167,208,0,8061,46,11,40,776
239,16,73,1,211,8,11720,46,17,98,1450
240,16,70,0.149719002,255,0,11388,34,10,26,1361
241,16,58,0.82828496,314,0,9475,21,11,46,1015
242,16,67,0.263225452,244,1,10907,37,13,29,1209
243,16,18,1,274,1,2943,27,13,54,220
244,16,8,0.768273717,197,3,1286,43,15,44,97
245,16,79,-0.65229284,239,15,12430,39,20,14,1723
246,16,36,0.046523517,302,0,5868,22,10,23,490
247,16,61,1,237,0,9981,39,11,80,1086
248,16,74,1,315,8,11894,21,17,91,1514
249,16,18,0.491293957,193,5,2929,49,16,36,224
250,16,46,-1,241,1,7460,37,13,1,684
251,16,100,1,199,5,18713,50,15,57,5730
252,16,97,-0.541301282,204,11,16307,49,18,15,3878
253,17,71,0.910779379,244,0,11522,37,12,48,1431
254,18,94,0.826482502,257,13,15059,34,19,46,2950
255,18,41,1,310,0,6622,21,10,73,583
256,18,78,0.945774032,263,1,12577,32,13,49,1714
257,18,70,1,235,0,11291,40,10,100,1313
258,18,15,0.25136612,230,11,2379,37,18,28,188
259,18,67,1,247,11,10577,36,18,63,1178
260,18,92,-1,280,1,15064,29,13,6,2789
261,18,94,1,213,13,15059,46,19,82,2926
262,18,20,0.155727554,244,1,3230,34,13,26,240
263,18,90,0.718000699,285,11,14305,28,18,43,2505
264,18,4,1,218,0,687,28,12,88,52
265,18,15,1,298,0,2428,21,11,58,174
266,18,17,-1,233,5,2743,37,16,4,172
267,18,97,-0.810043257,288,15,15951,27,20,12,3679
268,18,68,-1,271,5,10870,30,16,8,1167
269,18,37,1,310,11,5842,21,18,51,517
270,18,21,1,218,15,3298,41,20,69,266
271,19,88,1,289,1,14227,26,11,57,2315
272,19,23,1,253,4,3696,32,15,83,255
273,19,56,-1,197,0,9037,50,12,1,875
274,19,27,-1,280,1,4359,26,13,4,357
275,19,79,0.822779705,219,11,12397,44,18,46,1639
276,19,1,1,85,1,184,43,14,84,15
277,19,46,0.093260626,200,13,7152,48,19,24,634
278,19,18,-1,271,15,2822,28,20,3,206
279,19,13,-0.542662116,244,4,2051,32,14,15,138
280,19,71,1,253,16,11028,35,20,73,1268
281,19,19,0.490671031,252,4,3055,32,15,36,227
282,19,4,1,231,0,683,24,10,98,54
283,20,57,0.827242525,233,8,9030,40,17,46,911
284,20,36,0.129161583,309,4,5737,21,14,25,469
285,20,33,-1,295,4,5264,24,15,2,421
286,20,68,0.721557719,283,4,10785,28,14,43,1207
287,20,54,0.59735506,236,11,8469,39,18,39,810
288,20,94,0.281284825,240,4,15255,39,14,30,2971
289,21,27,-0.372604021,201,8,4278,47,17,17,322
290,21,26,-0.726794258,236,0,4180,38,11,13,330
291,21,72,0.048146196,203,5,11382,48,16,23,1374
292,21,22,-1,257,0,3537,31,10,8,247
293,21,57,1,258,5,9041,33,16,64,878
294,21,50,0.337284752,196,0,8014,50,12,31,724
295,21,29,0.835331906,237,0,4670,38,11,46,355
296,21,37,1,259,0,5900,32,10,96,473
297,21,80,1,243,13,12327,38,19,90,1620
298,21,34,0.555576037,194,0,5425,50,10,38,413
299,21,78,-0.539748954,253,2,12428,35,10,15,1598
300,21,50,0.776026866,268,16,7742,30,20,44,734
301,21,55,1,209,5,8722,46,16,66,841
302,21,63,1,300,4,9974,24,15,76,1086
303,21,39,0.243925986,263,0,6215,31,11,28,499
304,21,74,-1,315,6,11709,21,16,5,1417
305,21,50,-1,200,8,7898,48,17,2,682
306,21,40,1,214,8,6297,44,17,99,513
307,21,60,0.460391327,220,8,9455,43,17,35,960
308,22,94,0.988395995,289,4,15081,26,15,50,2882
309,22,47,-0.377864654,312,4,7418,21,14,17,640
310,22,20,-0.539265358,296,4,3158,22,15,15,218
311,23,37,-0.545548121,282,1,5829,26,13,15,479
312,23,21,1,256,1,3320,31,13,82,277
313,23,24,0.988188976,239,0,3810,36,12,50,284
314,23,40,1,231,4,6272,40,15,55,539
315,23,28,0.551786115,291,0,4451,25,10,38,352
316,23,18,0.693333333,303,1,2850,21,13,42,219
317,23,70,0.127595354,260,4,10933,33,14,25,1261
318,23,40,0.664107172,203,13,6121,47,19,41,495
319,23,73,0.429513317,238,0,11527,39,12,34,1420
320,23,23,1,257,1,3647,31,10,60,279
321,23,15,1,210,4,2354,42,15,92,176
322,23,34,0.52506194,272,11,5247,29,18,37,433
323,23,54,-0.093450292,197,0,8550,50,10,20,768
324,23,100,1,199,13,17354,50,19,64,4953
325,23,99,1,311,0,17329,22,11,65,4669
326,23,72,0.518374901,304,1,11347,23,13,37,1297
327,23,7,1,232,3,1103,32,14,64,87
328,24,97,1,273,1,15977,30,13,71,3593
329,24,14,1,193,11,2134,47,18,63,144
330,24,39,0.83091867,256,4,6074,33,15,46,516
331,24,45,0.617045617,214,5,6993,44,16,40,583
332,24,78,1,253,4,12118,35,14,73,1517
333,24,64,1,197,0,10056,50,10,68,1014
334,24,54,1,265,4,8435,31,15,67,752
335,24,8,-1,219,0,1240,37,11,3,82
336,24,30,1,258,5,4706,32,16,86,376
337,24,50,0.213887086,268,11,7705,30,18,27,663
338,24,57,0.989558774,276,5,8907,29,16,50,828
339,24,36,-0.382116788,250,13,5480,34,19,17,418
340,24,90,1,244,1,14173,38,13,79,2366
341,24,33,-0.542978559,277,1,5177,28,13,15,407
342,24,67,1,221,4,10443,43,14,92,1142
343,25,48,0.343256963,280,13,7289,28,19,31,653
344,25,39,1,240,0,6075,37,10,67,497
345,25,16,-0.898602794,217,0,2505,41,12,11,156
346,25,38,1,234,0,5920,39,10,56,478
347,25,46,1,215,15,6912,44,20,62,621
348,25,7,0.48487626,236,0,1091,31,10,36,75
349,25,24,1,196,13,3659,48,19,99,269
350,25,87,1,213,1,13575,46,13,62,2074
351,25,57,1,265,0,8933,31,11,82,771
352,25,73,-1,242,13,11033,38,19,9,1247
353,25,44,1,225,1,6846,41,13,68,544
354,25,54,1,265,1,8441,31,13,95,811
355,25,95,-0.380439176,218,11,14846,45,18,17,2930
356,25,92,1,317,1,14531,21,11,91,2620
357,25,93,1,204,13,14216,49,19,81,2490
358,26,55,0.270913926,296,15,8272,25,20,29,749
359,26,80,-0.896949645,198,0,12392,50,10,11,1631
360,26,37,0.130055788,199,0,5736,49,12,25,475
361,26,74,1,247,11,11202,36,18,58,1308
362,26,16,-1,287,13,2418,24,19,1,166
363,26,68,1,247,8,10370,36,17,63,1081
364,26,75,0.285726562,253,0,11637,35,12,30,1399
365,26,94,1,317,15,14298,21,20,67,2600
366,26,39,-0.544882411,207,0,6038,46,10,15,475
367,26,67,-0.543208652,218,13,10079,44,19,15,1001
368,26,2,0.495440729,157,4,329,30,17,37,25
369,26,23,1,190,4,3562,50,14,99,257
370,26,59,0.092895575,217,5,9107,44,16,24,899
371,27,16,1,287,0,2481,24,10,59,179
372,27,54,1,240,0,8359,38,12,83,744
373,27,95,1,317,14,14536,21,19,71,2790
374,27,30,-0.72899434,258,8,4594,32,17,13,342
375,27,15,0.411790204,255,5,2307,30,16,33,122
376,27,50,-1,257,13,7515,33,19,10,644
377,27,11,1,234,5,1670,34,16,78,98
378,27,100,1,241,0,17571,39,11,60,5036
379,27,39,1,234,4,5958,39,14,68,511
380,27,82,-1,261,4,12513,33,14,2,1699
381,27,38,1,256,11,5708,33,18,57,482
382,27,71,0.680715669,287,4,10843,26,15,42,1177
383,27,48,1,244,8,7321,36,17,59,615
384,27,65,-1,297,0,10007,25,10,7,1002
385,27,88,1,306,11,13217,23,18,57,2001
386,27,29,0.289140573,224,1,4503,41,13,30,310
387,27,55,0.828578193,245,4,8447,36,14,46,783
388,27,73,1,304,4,11156,23,15,86,1215
389,28,36,-0.376102941,233,8,5440,39,17,17,422
390,28,48,1,204,8,7271,47,17,57,614
391,28,11,1,241,15,1622,32,20,65,114
392,28,23,1,194,11,3470,48,18,75,247
393,28,72,1,216,4,10938,45,14,53,1171
394,28,71,0.617790452,271,0,10871,30,11,40,1238
395,28,57,1,299,4,8692,24,15,61,793
396,28,11,1,245,4,1657,31,14,82,131
397,28,85,1,244,0,13037,38,10,53,1825
398,28,93,0.911134235,262,0,14415,33,12,48,2563
399,28,90,1,218,5,13702,45,15,83,2255
400,28,71,1,278,1,10849,29,13,91,1233
401,29,71,1,253,1,10766,35,13,51,1140
402,29,53,1,253,1,8082,34,13,94,733
403,29,37,1,238,1,5608,38,13,55,450
404,29,85,0.719191446,255,4,12813,35,15,43,1743
405,29,98,1,280,4,15691,29,15,90,3646
406,29,6,1,182,13,908,45,20,68,62
407,29,5,0.609756098,255,0,779,21,13,40,52
408,29,73,-1,263,13,10742,32,19,7,1196
409,29,66,1,252,15,9705,35,20,54,1000
410,29,71,-1,267,11,10516,31,18,10,1119
411,29,95,1,220,4,14676,44,15,87,2784
412,29,10,1,231,13,1465,35,19,63,90
413,29,10,1,253,11,1474,29,18,93,82
414,29,37,1,293,8,5543,25,17,78,447
415,29,32,1,213,11,4769,44,18,73,379
416,29,56,1,205,0,8543,47,10,98,769
417,29,47,1,257,0,7166,33,12,99,578
418,29,11,-1,292,4,1642,21,14,6,122
419,29,47,0.523175966,200,11,6990,48,18,37,587
420,29,68,0.022087568,203,4,10232,49,15,22,1046
421,30,100,1,281,11,16529,29,18,97,4514
422,30,14,1,286,1,2102,23,13,86,132
423,30,41,-1,267,8,6093,30,17,5,509
424,30,59,0.656309591,285,1,8915,27,13,41,865
425,30,22,-0.739317553,250,13,3253,33,19,13,237
426,30,47,1,257,4,7044,33,15,59,589
427,30,82,1,288,0,12362,26,12,87,1664
428,30,35,-0.176077833,281,4,5242,26,15,19,389
429,30,91,0.61058264,289,11,13456,26,18,40,2188
430,30,32,1,213,0,4841,44,12,95,380
431,30,37,1,243,0,5572,36,11,72,433
432,30,63,1,241,0,9509,38,10,99,892
433,30,12,0.941340782,251,5,1790,30,16,49,131
434,30,14,0.336182336,269,0,2106,26,11,31,147
435,30,94,0.593179905,285,5,14252,28,16,39,2542
436,30,24,1,196,0,3649,49,12,89,241
437,30,16,0.049011532,269,0,2428,28,12,23,165
438,30,93,1,198,11,13795,50,18,71,2412
439,30,57,0.913492801,269,1,8612,30,13,48,758
440,30,35,0.989385898,242,0,5276,36,10,50,432
441,31,12,1,200,0,1782,45,11,62,113
442,31,66,0.883786791,282,1,9887,28,13,47,1029
443,31,9,0.259908537,188,11,1312,46,18,29,93
444,32,65,1,300,5,9549,24,16,63,972
445,32,47,1,200,0,6990,48,11,95,606
446,32,53,1,285,15,7623,26,20,59,615
447,32,67,-0.273390775,315,5,9865,21,16,18,972
448,32,70,1,221,8,10214,43,17,54,1032
449,32,6,1,194,0,900,41,11,87,60
450,32,33,0.989038786,213,13,4744,44,19,50,334
451,32,54,1,306,0,8037,22,12,95,717
452,32,40,1,256,11,5787,33,18,63,461
453,32,57,-1,233,8,8362,40,17,3,688
454,32,70,0.285936437,253,4,10289,35,15,30,1096
455,32,27,1,193,4,4009,50,15,100,270
456,32,38,0.339541547,263,5,5584,31,16,31,414
457,32,77,1,247,15,11046,36,19,69,1278
458,32,70,1,221,0,10382,43,10,67,1097
459,33,34,1,202,4,4963,47,14,54,350
460,33,45,0.721167425,212,15,6373,45,20,43,536
461,33,74,1,221,0,10911,43,10,93,1278
462,33,97,1,246,4,14740,37,14,62,3022
463,33,19,0.829931973,249,4,2793,33,15,46,194
464,33,95,1,240,8,14065,39,17,75,2576
465,33,63,0.772595066,303,0,9283,23,10,44,920
466,33,83,-0.438728702,264,0,12208,32,10,16,1615
467,33,55,1,201,4,8055,48,15,58,661
468,33,82,0.80220509,230,0,12063,41,11,45,1618
469,34,62,-0.728113166,246,5,8978,36,16,13,854
470,34,63,0.881775597,197,11,8966,50,18,47,852
471,34,15,1,244,11,2143,33,18,73,136
472,34,94,1,317,0,13909,21,12,85,2448
473,34,56,-0.270812929,299,1,8168,24,13,18,683
474,34,39,-1,220,4,5620,42,14,1,408
475,34,76,1,278,1,11024,29,13,100,1224
476,34,77,1,287,13,10844,26,19,74,1205
477,34,25,-0.64831553,215,4,3651,43,14,14,252
478,34,58,1,217,0,8480,44,10,66,770
479,34,36,-0.649325249,302,11,5113,22,18,14,395
480,34,56,0.947238659,227,4,8112,41,14,49,748
481,34,83,1,254,13,11687,35,19,94,1481
482,34,50,-0.903253182,301,15,7070,23,20,11,609
483,34,55,1,265,0,8043,31,11,83,658
484,34,4,1,151,0,608,49,10,70,32
485,34,67,-1,203,15,9441,48,20,6,860
486,34,92,1,317,8,13275,21,17,96,2092
487,35,16,1,254,5,2300,31,16,59,144
488,35,93,0.882001939,249,5,13407,36,16,47,2240
489,35,87,0.125201029,231,5,12436,41,16,25,1729
490,35,54,1,281,11,7625,28,18,99,656
491,35,60,-1,234,11,8484,40,18,3,780
492,35,35,0.275713406,280,15,4871,27,20,29,303
493,35,32,1,281,4,4601,26,15,52,309
494,35,88,1,220,11,12369,44,18,77,1792
495,35,29,1,219,15,4078,42,20,76,323
496,35,39,1,220,5,5571,42,16,75,457
497,35,74,0.45613194,315,11,10429,21,18,35,1142
498,35,94,1,289,13,13301,26,19,78,2275
499,36,77,1,287,1,10973,26,13,68,1202
500,36,61,0.430491196,297,8,8632,25,17,34,755
501,36,12,0.045265039,207,8,1679,42,17,23,108
502,36,58,0.618692936,285,0,8324,27,11,40,753
503,36,57,1,201,5,8109,49,16,95,704
504,36,54,1,205,13,7506,47,19,70,672
505,36,29,1,233,1,4184,39,12,97,314
506,36,98,1,303,11,14456,24,18,63,3164
507,36,79,0.989811698,287,11,10993,27,18,50,1234
508,36,78,1,218,13,10775,44,19,65,1220
509,36,78,1,221,14,10776,43,19,79,1183
510,36,27,1,254,4,3862,33,14,81,231
511,36,53,-1,236,5,7541,39,16,9,605
512,36,68,1,255,15,9382,34,20,71,930
513,36,11,1,275,8,1529,25,17,71,95
514,36,33,0.433170938,277,0,4721,28,11,34,315
515,36,67,-0.543058181,255,5,9522,34,14,15,940
516,36,56,1,227,13,7781,41,19,71,700
517,36,20,1,189,11,2798,50,18,54,175
518,36,85,0.945901095,204,4,12052,48,15,49,1567
519,37,73,-1,315,4,10261,21,15,5,1087
520,37,97,-1,237,4,14164,40,14,8,2863
521,37,90,1,310,5,12643,22,16,90,1925
522,37,78,0.826351795,235,13,10671,40,19,46,1164
523,37,79,-1,222,15,10773,43,20,4,1251
524,37,17,1,197,4,2403,47,14,97,168
525,37,80,-1,243,8,11122,38,17,3,1320
526,37,6,-0.173144876,185,6,849,43,17,19,51
527,37,16,0.943310658,264,13,2205,29,19,49,129
528,37,65,1,252,11,8979,35,18,90,853
529,37,69,-1,263,15,9426,32,20,3,903
530,37,90,-0.094293611,213,16,12302,46,20,20,1851
531,37,15,1,270,0,2131,26,11,65,152
532,37,67,1,218,0,9513,44,11,89,880
533,37,28,1,308,8,3952,21,17,98,254
534,37,67,-0.376747609,238,0,9513,39,10,17,940
535,37,53,-0.735854189,236,11,7352,39,18,13,625
536,37,84,1,198,5,11770,50,16,73,1522
537,37,51,-1,253,11,7082,34,18,9,579
538,38,45,0.21661578,199,8,6223,49,17,27,438
539,38,87,-0.735353535,226,11,11880,42,18,13,1624
540,38,60,1,243,1,8445,37,13,95,720
541,38,46,1,218,11,6297,43,18,92,489
542,38,40,1,273,1,5614,29,10,89,393
543,38,52,0.291006748,299,4,7261,24,14,30,587
544,38,75,1,238,0,10541,39,11,65,1132
545,38,12,1,191,8,1654,47,17,89,97
546,38,78,1,260,13,10571,33,19,63,1193
547,38,26,0.683133188,261,5,3664,31,16,42,258
548,38,85,0.651294635,257,4,11818,34,14,41,1504
549,38,98,1,255,4,14414,35,15,65,3127
550,39,69,1,235,0,9597,40,12,78,988
